idno,Event,Site,Date,Round,WhitePlayer,BlackPlayer,Result,WhiteELO,BlackELO,ECO,WhiteRooks7th,BlackRooks7th,Caro,Slav
96781246, Zuerich, Zuerich, 1934.??.??, ?, Henneberger Walter, Alekhine Alexander, -1, ?, ?, B31, 0, 0, 0, 0, 
21754030, Zuerich, Zuerich, 1934.??.??, ?, Joss Hermann, Alekhine Alexander, -1, ?, ?, B14, 0, 0, 0, 0, 
33342079, Zuerich, Zuerich, 1934.??.??, ?, Naegeli Oskar, Alekhine Alexander, -1, ?, ?, C11, 0, 0, 0, 0, 
38928768, Zuerich, Zuerich, 1934.??.??, ?, Stahlberg Gideon, Alekhine Alexander, -1, ?, ?, A90, 0, 0, 0, 0, 
60450459, Barcelona sim, Barcelona, 1935.??.??, ?, Alekhine Alexander, Busto, 1, ?, ?, B29, 0, 0, 0, 0, 
81819069, Barcelona sim, Barcelona, 1935.??.??, ?, Alekhine Alexander, Cherta Pedro, 0, ?, ?, D40, 0, 0, 0, 0, 
11344956, Barcelona sim, Barcelona, 1935.??.??, ?, Alekhine Alexander, Vilardebo Picurena Jose, 1, ?, ?, D38, 0, 0, 0, 0, 
37666745, Barcelona sim, Barcelona, 1935.??.??, ?, Alekhine Alexander, Ribera Angel, 0, ?, ?, D53, 0, 0, 0, 0, 
15879972, Barcelona sim, Barcelona, 1935.??.??, ?, Alekhine Alexander, Catala, 1, ?, ?, C60, 0, 0, 0, 0, 
17655439, Barcelona sim, Barcelona, 1935.??.??, ?, Alekhine Alexander, Palau, 1, ?, ?, C62, 0, 0, 0, 0, 
65454041, Barcelona sim, Barcelona, 1935.??.??, ?, Alekhine Alexander, Duffo E., 0, ?, ?, B32, 0, 0, 0, 0, 
33524582, Barcelona sim, Barcelona, 1935.??.??, ?, Alekhine Alexander, Llorens Rafael, 1, ?, ?, D10, 0, 0, 0, 0, 
55102420, Barcelona sim, Barcelona, 1935.??.??, ?, Alekhine Alexander, Bieler, 1, ?, ?, B60, 0, 0, 0, 0, 
61328626, Madrid sim, Madrid, 1935.??.??, ?, Alekhine Alexander, Fuentes Juan Manuel, -1, ?, ?, C13, 0, 0, 0, 0, 
7896133, Madrid sim, Madrid, 1935.??.??, ?, Alekhine Alexander, Almirall, 1, ?, ?, A96, 0, 0, 0, 0, 
49557264, Madrid sim, Madrid, 1935.??.??, ?, Alekhine Alexander, Sanz J., 0, ?, ?, C14, 0, 0, 0, 0, 
94501052, Madrid sim, Madrid, 1935.??.??, ?, Cifuentes M., Alekhine Alexander, 0, ?, ?, D31, 0, 0, 0, 0, 
77973006, Madrid sim, Madrid, 1935.??.??, ?, Fuentes Juan Manuel, Alekhine Alexander, 0, ?, ?, D04, 0, 0, 0, 0, 
23126280, Madrid sim, Madrid, 1935.??.??, ?, Golmayo M., Alekhine Alexander, -1, ?, ?, D20, 0, 0, 0, 0, 
52323388, Malmo sim, Malmo, 1935.??.??, ?, Clausen Sigurd, Alekhine Alexander, 1, ?, ?, E18, 0, 0, 0, 0, 
76541096, World Championship 16th, NLD, 1935.??.??, 1, Alekhine Alexander, Euwe Max, 1, ?, ?, D17, 0, 0, 0, 0, 
56781016, World Championship 16th, NLD, 1935.??.??, 2, Euwe Max, Alekhine Alexander, 1, ?, ?, D81, 0, 0, 0, 0, 
5736829, World Championship 16th, NLD, 1935.??.??, 3, Alekhine Alexander, Euwe Max, 1, ?, ?, C15, 0, 0, 0, 0, 
41623984, World Championship 16th, NLD, 1935.??.??, 4, Euwe Max, Alekhine Alexander, -1, ?, ?, D81, 0, 0, 0, 0, 
81381465, World Championship 16th, NLD, 1935.??.??, 5, Alekhine Alexander, Euwe Max, 0, ?, ?, C15, 0, 0, 0, 0, 
19757058, World Championship 16th, NLD, 1935.??.??, 6, Euwe Max, Alekhine Alexander, 0, ?, ?, D12, 0, 0, 0, 0, 
21507444, World Championship 16th, NLD, 1935.??.??, 7, Alekhine Alexander, Euwe Max, 1, ?, ?, C15, 0, 0, 0, 0, 
2899068, World Championship 16th, NLD, 1935.??.??, 8, Euwe Max, Alekhine Alexander, 1, ?, ?, D45, 0, 0, 0, 0, 
75328522, World Championship 16th, NLD, 1935.??.??, 9, Alekhine Alexander, Euwe Max, 1, ?, ?, C15, 0, 0, 0, 0, 
35493179, World Championship 16th, NLD, 1935.??.??, 10, Euwe Max, Alekhine Alexander, 1, ?, ?, D45, 0, 0, 0, 0, 
71428637, World Championship 16th, NLD, 1935.??.??, 11, Alekhine Alexander, Euwe Max, 0, ?, ?, D12, 0, 0, 0, 0, 
30500398, World Championship 16th, NLD, 1935.??.??, 12, Euwe Max, Alekhine Alexander, 1, ?, ?, D97, 0, 0, 0, 0, 
65081551, World Championship 16th, NLD, 1935.??.??, 13, Alekhine Alexander, Euwe Max, 0, ?, ?, C83, 0, 0, 0, 0, 
63404141, World Championship 16th, NLD, 1935.??.??, 14, Euwe Max, Alekhine Alexander, 1, ?, ?, D82, 0, 0, 0, 0, 
68721155, World Championship 16th, NLD, 1935.??.??, 15, Alekhine Alexander, Euwe Max, 0, ?, ?, D17, 0, 0, 0, 0, 
70504139, World Championship 16th, NLD, 1935.??.??, 16, Euwe Max, Alekhine Alexander, -1, ?, ?, D12, 0, 0, 0, 0, 
93986993, World Championship 16th, NLD, 1935.??.??, 17, Alekhine Alexander, Euwe Max, 0, ?, ?, D04, 0, 0, 0, 0, 
53687486, World Championship 16th, NLD, 1935.??.??, 18, Euwe Max, Alekhine Alexander, 0, ?, ?, A20, 0, 0, 0, 0, 
23879466, World Championship 16th, NLD, 1935.??.??, 19, Alekhine Alexander, Euwe Max, 1, ?, ?, D16, 0, 0, 0, 0, 
95458211, World Championship 16th, NLD, 1935.??.??, 20, Euwe Max, Alekhine Alexander, 1, ?, ?, D17, 0, 0, 0, 0, 
20395766, World Championship 16th, NLD, 1935.??.??, 21, Alekhine Alexander, Euwe Max, -1, ?, ?, D17, 0, 0, 0, 0, 
19521778, World Championship 16th, NLD, 1935.??.??, 22, Euwe Max, Alekhine Alexander, 0, ?, ?, E33, 0, 0, 0, 0, 
1402862, World Championship 16th, NLD, 1935.??.??, 23, Alekhine Alexander, Euwe Max, 0, ?, ?, D15, 0, 0, 0, 0, 
61267734, World Championship 16th, NLD, 1935.??.??, 24, Euwe Max, Alekhine Alexander, 0, ?, ?, A90, 0, 0, 0, 0, 
93011391, World Championship 16th, NLD, 1935.??.??, 25, Alekhine Alexander, Euwe Max, -1, ?, ?, D52, 0, 0, 0, 0, 
59633375, World Championship 16th, NLD, 1935.??.??, 26, Euwe Max, Alekhine Alexander, 1, ?, ?, E18, 0, 0, 0, 0, 
88451961, World Championship 16th, NLD, 1935.??.??, 27, Alekhine Alexander, Euwe Max, 1, ?, ?, C27, 0, 0, 0, 0, 
33527771, World Championship 16th, NLD, 1935.??.??, 28, Euwe Max, Alekhine Alexander, 0, ?, ?, D66, 0, 0, 0, 0, 
15752123, World Championship 16th, NLD, 1935.??.??, 29, Alekhine Alexander, Euwe Max, 0, ?, ?, B05, 0, 0, 0, 0, 
91683943, World Championship 16th, NLD, 1935.??.??, 30, Euwe Max, Alekhine Alexander, 0, ?, ?, D21, 0, 0, 0, 0, 
90387540, Orebro sim, Orebro, 1935.??.??, ?, Alekhine Alexander, Berndtsson Kullberg Karl, 1, ?, ?, E24, 0, 0, 0, 0, 
7379059, Orebro sim, Orebro, 1935.??.??, ?, Stoltz Goesta, Alekhine Alexander, -1, ?, ?, B14, 0, 0, 0, 0, 
62055960, Orebro sim, Orebro, 1935.??.??, 1, Axelsson F., Alekhine Alexander, -1, ?, ?, D22, 0, 0, 0, 0, 
69490429, Orebro sim, Orebro, 1935.??.??, 2, Ekenberg Bengt, Alekhine Alexander, -1, ?, ?, A80, 0, 0, 0, 0, 
97571028, Orebro sim, Orebro, 1935.??.??, 5, Alekhine Alexander, Carlsson Henrik, 1, ?, ?, D68, 0, 0, 0, 0, 
22411609, Orebro sim, Orebro, 1935.??.??, 6, Petterson Einar, Alekhine Alexander, -1, ?, ?, C68, 0, 0, 0, 0, 
14799074, Orebro sim, Orebro, 1935.??.??, 7, Alekhine Alexander, Stahlberg Gideon, 0, ?, ?, D05, 0, 0, 0, 0, 
68082472, Orebro sim, Orebro, 1935.??.??, 8, Mellgren A., Alekhine Alexander, -1, ?, ?, B33, 0, 0, 0, 0, 
71611918, Orebro sim, Orebro, 1935.??.??, 9, Alekhine Alexander, Lundin Erik, 1, ?, ?, D51, 0, 0, 0, 0, 
27752075, Riga sim, Riga, 1935.??.??, ?, Alekhine Alexander, Eikstroem, -1, ?, ?, B15, 0, 0, 0, 0, 
70795082, Riga sim, Riga, 1935.??.??, ?, Alekhine Alexander, Elksnis, 0, ?, ?, B29, 0, 0, 0, 0, 
89602384, Riga sim, Riga, 1935.??.??, ?, Alekhine Alexander, Fride, 0, ?, ?, D36, 0, 0, 0, 0, 
65999367, Riga sim, Riga, 1935.??.??, ?, Alekhine Alexander, Melnbardis, -1, ?, ?, A84, 0, 0, 0, 0, 
75725704, Riga sim, Riga, 1935.??.??, ?, Alekhine Alexander, Kalinsh A., -1, ?, ?, B20, 0, 0, 0, 0, 
2910977, Riga sim, Riga, 1935.??.??, ?, Alekhine Alexander, Kampar, -1, ?, ?, D18, 0, 0, 0, 0, 
77286348, Riga sim, Riga, 1935.??.??, ?, Alekhine Alexander, Kruza K., -1, ?, ?, D34, 0, 0, 0, 0, 
78372524, Riga sim, Riga, 1935.??.??, ?, Alekhine Alexander, Rosenberg, -1, ?, ?, D51, 0, 0, 0, 0, 
52783738, Riga sim, Riga, 1935.??.??, ?, Alekhine Alexander, Strazdins A., 1, ?, ?, B13, 0, 0, 0, 0, 
72523803, Warsaw ol, Warsaw, 1935.??.??, ?, Alekhine Alexander, Book Eero, 0, ?, ?, D23, 0, 0, 0, 0, 
63374819, Warsaw ol, Warsaw, 1935.??.??, ?, Alekhine Alexander, Mikenas Vladas, 0, ?, ?, A40, 0, 0, 0, 0, 
48993777, Warsaw ol, Warsaw, 1935.??.??, ?, Alekhine Alexander, Winter William, 0, ?, ?, D02, 0, 0, 0, 0, 
53516171, Warsaw ol, Warsaw, 1935.??.??, 2, Alekhine Alexander, Keres Paul, 1, ?, ?, C79, 0, 0, 0, 0, 
79610174, Warsaw ol, Warsaw, 1935.??.??, 3, Porath Yosef, Alekhine Alexander, -1, ?, ?, A30, 0, 0, 0, 0, 
73336195, Warsaw ol, Warsaw, 1935.??.??, 4, Alekhine Alexander, Silbermann H., 1, ?, ?, D51, 0, 0, 0, 0, 
84913105, Warsaw ol, Warsaw, 1935.??.??, 7, Fine Reuben, Alekhine Alexander, 0, ?, ?, D02, 0, 0, 0, 0, 
26374057, Warsaw ol, Warsaw, 1935.??.??, 8, Alekhine Alexander, Steiner Lajos, 0, ?, ?, E12, 0, 0, 0, 0, 
73939695, Warsaw ol, Warsaw, 1935.??.??, 9, Stahlberg Gideon, Alekhine Alexander, 0, ?, ?, C14, 0, 0, 0, 0, 
59692020, Warsaw ol, Warsaw, 1935.??.??, 10, Alekhine Alexander, Sacconi Antonio, 0, ?, ?, A05, 0, 0, 0, 0, 
81699056, Warsaw ol, Warsaw, 1935.??.??, 11, Reilly Brian Patrick, Alekhine Alexander, -1, ?, ?, D78, 0, 0, 0, 0, 
40944243, Warsaw ol, Warsaw, 1935.??.??, 12, Grau Roberto, Alekhine Alexander, 0, ?, ?, A90, 0, 0, 0, 0, 
26163834, Warsaw ol, Warsaw, 1935.??.??, 13, Alekhine Alexander, Petrovs Vladimirs, 1, ?, ?, C11, 0, 0, 0, 0, 
5581414, Warsaw ol, Warsaw, 1935.??.??, 16, Tartakower Saviely, Alekhine Alexander, 0, ?, ?, A20, 0, 0, 0, 0, 
68208310, Warsaw ol, Warsaw, 1935.??.??, 17, Alekhine Alexander, Andersen Erik Sr, 1, ?, ?, E24, 0, 0, 0, 0, 
35708353, Amsterdam, Amsterdam, 1936.??.??, ?, Alekhine Alexander, Van den Bosch Johannes, 0, ?, ?, D64, 0, 0, 0, 0, 
31669554, Amsterdam, Amsterdam, 1936.??.??, ?, Fine Reuben, Alekhine Alexander, 0, ?, ?, A92, 0, 0, 0, 0, 
78560390, Amsterdam, Amsterdam, 1936.??.??, ?, Gruenfeld Ernst, Alekhine Alexander, 0, ?, ?, A43, 0, 0, 0, 0, 
69944904, Amsterdam, Amsterdam, 1936.??.??, ?, Alekhine Alexander, Van Scheltinga Theo D, 1, ?, ?, E17, 0, 0, 0, 0, 
74987989, Amsterdam, Amsterdam, 1936.??.??, ?, Alekhine Alexander, Euwe Max, -1, ?, ?, C49, 0, 0, 0, 0, 
26288687, Amsterdam, Amsterdam, 1936.??.??, ?, Kmoch Hans, Alekhine Alexander, -1, ?, ?, A44, 0, 0, 0, 0, 
87840424, Amsterdam, Amsterdam, 1936.??.??, ?, Alekhine Alexander, Landau Salo, 1, ?, ?, C10, 0, 0, 0, 0, 
88866666, Bad Nauheim, Bad Nauheim, 1936.??.??, 1, Alekhine Alexander, Van den Bosch Johannes, 0, ?, ?, C48, 0, 0, 0, 0, 
76847742, Bad Nauheim, Bad Nauheim, 1936.??.??, 2, Stahlberg Gideon, Alekhine Alexander, 0, ?, ?, E14, 0, 0, 0, 0, 
33439511, Bad Nauheim, Bad Nauheim, 1936.??.??, 3, Alekhine Alexander, Rellstab Ludwig Sr, 1, ?, ?, D06, 0, 0, 0, 0, 
42535289, Bad Nauheim, Bad Nauheim, 1936.??.??, 4, Ahues Carl Oscar, Alekhine Alexander, -1, ?, ?, D24, 0, 0, 0, 0, 
6612527, Bad Nauheim, Bad Nauheim, 1936.??.??, 5, Alekhine Alexander, Keres Paul, 0, ?, ?, A40, 0, 0, 0, 0, 
60721283, Bad Nauheim, Bad Nauheim, 1936.??.??, 6, Vidmar Milan Sr, Alekhine Alexander, 0, ?, ?, D69, 0, 0, 0, 0, 
44502, Bad Nauheim, Bad Nauheim, 1936.??.??, 7, Alekhine Alexander, Bogoljubow Efim, 1, ?, ?, D52, 0, 0, 0, 0, 
61652150, Bad Nauheim, Bad Nauheim, 1936.??.??, 8, Alekhine Alexander, Heinicke Herbert, 0, ?, ?, D51, 0, 0, 0, 0, 
51645882, Bad Nauheim, Bad Nauheim, 1936.??.??, 9, Weissgerber Gerhard, Alekhine Alexander, -1, ?, ?, B84, 0, 0, 0, 0, 
78616079, Dresden, Dresden, 1936.??.??, 1, Alekhine Alexander, Helling Karl, 1, ?, ?, D16, 0, 0, 0, 0, 
85139403, Dresden, Dresden, 1936.??.??, 2, Stahlberg Gideon, Alekhine Alexander, 0, ?, ?, E18, 0, 0, 0, 0, 
71403570, Dresden, Dresden, 1936.??.??, 3, Alekhine Alexander, Grob Henry, 1, ?, ?, D35, 0, 0, 0, 0, 
51687816, Dresden, Dresden, 1936.??.??, 4, Engels Ludwig, Alekhine Alexander, 1, ?, ?, D85, 0, 0, 0, 0, 
13715384, Dresden, Dresden, 1936.??.??, 5, Alekhine Alexander, Maroczy Geza, 0, ?, ?, D94, 0, 0, 0, 0, 
70403010, Dresden, Dresden, 1936.??.??, 6, Keres Paul, Alekhine Alexander, -1, ?, ?, E33, 0, 0, 0, 0, 
82044412, Dresden, Dresden, 1936.??.??, 7, Alekhine Alexander, Bogoljubow Efim, 1, ?, ?, C46, 0, 0, 0, 0, 
28048555, Dresden, Dresden, 1936.??.??, 8, Alekhine Alexander, Roedl Ludwig, 0, ?, ?, D41, 0, 0, 0, 0, 
74520061, Dresden, Dresden, 1936.??.??, 9, Saemisch Fritz, Alekhine Alexander, -1, ?, ?, A92, 0, 1, 0, 0, 
7478483, Hastings3637, Hastings, 1936.??.??, 1, Feigin Movsa, Alekhine Alexander, -1, ?, ?, E33, 0, 0, 0, 0, 
68638900, Hastings3637, Hastings, 1936.??.??, 2, Alekhine Alexander, Vidmar Milan Sr, 1, ?, ?, D65, 0, 0, 0, 0, 
19916347, Hastings3637, Hastings, 1936.??.??, 3, Eliskases Erich Gottlieb, Alekhine Alexander, 0, ?, ?, A81, 0, 0, 0, 0, 
24563717, Hastings3637, Hastings, 1936.??.??, 4, Alekhine Alexander, Winter William, 1, ?, ?, B15, 0, 1, 0, 0, 
40741922, Hastings3637, Hastings, 1936.??.??, 5, Menchik Vera, Alekhine Alexander, -1, ?, ?, D40, 0, 0, 0, 0, 
96929301, Hastings3637, Hastings, 1936.??.??, 6, Alekhine Alexander, Thomas George Alan, 1, ?, ?, D35, 0, 0, 0, 0, 
48844113, Hastings3637, Hastings, 1936.??.??, 7, Tylor Theodore, Alekhine Alexander, -1, ?, ?, D47, 0, 0, 0, 0, 
6722928, Hastings3637, Hastings, 1936.??.??, 8, Alekhine Alexander, Fine Reuben, 1, ?, ?, C90, 0, 0, 0, 0, 
97150919, Hastings3637, Hastings, 1936.??.??, 9, Koltanowski George, Alekhine Alexander, 0, ?, ?, A47, 0, 0, 0, 0, 
80822200, Nottingham, Nottingham, 1936.??.??, ?, Alekhine Alexander, Reshevsky Samuel Herman, -1, ?, ?, D04, 0, 0, 0, 0, 
19206432, Nottingham, Nottingham, 1936.??.??, ?, Alekhine Alexander, Flohr Salo, 1, ?, ?, C15, 0, 0, 0, 0, 
87310072, Nottingham, Nottingham, 1936.??.??, ?, Alekhine Alexander, Tylor Theodore, 0, ?, ?, D36, 0, 0, 0, 0, 
99376937, Nottingham, Nottingham, 1936.??.??, ?, Alekhine Alexander, Euwe Max, 1, ?, ?, C02, 0, 0, 0, 0, 
27082669, Nottingham, Nottingham, 1936.??.??, ?, Alekhine Alexander, Botvinnik Mikhail, 0, ?, ?, B72, 0, 0, 0, 0, 
62221256, Nottingham, Nottingham, 1936.??.??, ?, Alekhine Alexander, Bogoljubow Efim, 1, ?, ?, D16, 0, 0, 0, 0, 
76325345, Nottingham, Nottingham, 1936.??.??, ?, Alekhine Alexander, Alexander Conel Hughes, 1, ?, ?, E16, 0, 0, 0, 0, 
82768666, Nottingham, Nottingham, 1936.??.??, ?, Winter William, Alekhine Alexander, -1, ?, ?, C01, 0, 0, 0, 0, 
33577832, Nottingham, Nottingham, 1936.??.??, ?, Vidmar Milan Sr, Alekhine Alexander, 0, ?, ?, D85, 0, 0, 0, 0, 
42109968, Nottingham, Nottingham, 1936.??.??, ?, Thomas George Alan, Alekhine Alexander, 0, ?, ?, B74, 0, 0, 0, 0, 
57861105, Nottingham, Nottingham, 1936.??.??, ?, Tartakower Saviely, Alekhine Alexander, -1, ?, ?, D02, 0, 0, 0, 0, 
1897760, Nottingham, Nottingham, 1936.??.??, ?, Lasker Emanuel, Alekhine Alexander, 0, ?, ?, E33, 0, 0, 0, 0, 
91578725, Nottingham, Nottingham, 1936.??.??, ?, Fine Reuben, Alekhine Alexander, 0, ?, ?, D53, 0, 0, 0, 0, 
44713936, Nottingham, Nottingham, 1936.??.??, ?, Capablanca Jose Raul, Alekhine Alexander, 1, ?, ?, A92, 0, 0, 0, 0, 
65170173, Podebrady, Podebrady, 1936.??.??, ?, Alekhine Alexander, Frydman Paulino, 1, ?, ?, B63, 0, 0, 0, 0, 
76916208, Podebrady, Podebrady, 1936.??.??, ?, Skalicka Carlos, Alekhine Alexander, 0, ?, ?, A47, 0, 0, 0, 0, 
55128097, Podebrady, Podebrady, 1936.??.??, ?, Pelikan Jorge, Alekhine Alexander, 0, ?, ?, A02, 0, 0, 0, 0, 
86328043, Podebrady, Podebrady, 1936.??.??, ?, Menchik Vera, Alekhine Alexander, -1, ?, ?, A46, 0, 0, 0, 0, 
46535207, Podebrady, Podebrady, 1936.??.??, ?, Flohr Salo, Alekhine Alexander, 0, ?, ?, A92, 0, 0, 0, 0, 
41222581, Podebrady, Podebrady, 1936.??.??, ?, Fazekas Stefan, Alekhine Alexander, -1, ?, ?, A06, 0, 0, 0, 0, 
62638731, Podebrady, Podebrady, 1936.??.??, ?, Alekhine Alexander, Thomas George Alan, 0, ?, ?, D53, 0, 0, 0, 0, 
45673626, Podebrady, Podebrady, 1936.??.??, ?, Alekhine Alexander, Stahlberg Gideon, 0, ?, ?, D37, 0, 0, 0, 0, 
44243018, Podebrady, Podebrady, 1936.??.??, ?, Alekhine Alexander, Richter Kurt, 0, ?, ?, A48, 0, 0, 0, 0, 
94739022, Podebrady, Podebrady, 1936.??.??, ?, Alekhine Alexander, Pirc Vasja, 0, ?, ?, B17, 0, 0, 0, 0, 
70505502, Podebrady, Podebrady, 1936.??.??, ?, Alekhine Alexander, Petrov V., 0, ?, ?, A90, 0, 0, 0, 0, 
31535569, Podebrady, Podebrady, 1936.??.??, ?, Steiner Lajos, Alekhine Alexander, -1, ?, ?, C41, 0, 0, 0, 0, 
6484139, Podebrady, Podebrady, 1936.??.??, ?, Alekhine Alexander, Foltys Jan, 1, ?, ?, D61, 0, 0, 0, 0, 
53728518, Podebrady, Podebrady, 1936.??.??, ?, Alekhine Alexander, Eliskases Erich Gottlieb, 1, ?, ?, C90, 0, 0, 0, 0, 
93858988, Podebrady, Podebrady, 1936.??.??, ?, Treybal Karel, Alekhine Alexander, -1, ?, ?, C79, 0, 0, 0, 0, 
70205284, Podebrady, Podebrady, 1936.??.??, ?, Zinner Emil, Alekhine Alexander, -1, ?, ?, D22, 0, 0, 0, 0, 
25925159, Podebrady, Podebrady, 1936.??.??, ?, Opocensky Karel, Alekhine Alexander, 0, ?, ?, D32, 0, 0, 0, 0, 
23508238, Bad Nauheim/Stuttgart/Garmisch, Bad Nauheim, 1937.??.??, 1, Alekhine Alexander, Bogoljubow Efim, 1, ?, ?, D58, 0, 0, 0, 0, 
86684335, Bad Nauheim/Stuttgart/Garmisch, Bad Nauheim, 1937.??.??, 2, Alekhine Alexander, Saemisch Fritz, 1, ?, ?, C86, 0, 0, 0, 0, 
88562546, Bad Nauheim/Stuttgart/Garmisch, Bad Nauheim, 1937.??.??, 3, Euwe Max, Alekhine Alexander, 1, ?, ?, D29, 0, 0, 0, 0, 
38538714, Bad Nauheim/Stuttgart/Garmisch, Bad Nauheim, 1937.??.??, 4, Bogoljubow Efim, Alekhine Alexander, 1, ?, ?, C17, 0, 0, 0, 0, 
94200856, Bad Nauheim/Stuttgart/Garmisch, Bad Nauheim, 1937.??.??, 5, Saemisch Fritz, Alekhine Alexander, -1, ?, ?, D19, 0, 0, 0, 0, 
75463575, Bad Nauheim/Stuttgart/Garmisch, Bad Nauheim, 1937.??.??, 6, Alekhine Alexander, Euwe Max, 0, ?, ?, C83, 0, 0, 0, 0, 
8772194, Kemeri, Kemeri, 1937.??.??, ?, Alekhine Alexander, Fine Reuben, 1, ?, ?, D23, 0, 0, 0, 0, 
50926019, Kemeri, Kemeri, 1937.??.??, ?, Petrovs Vladimirs, Alekhine Alexander, 0, ?, ?, A47, 0, 0, 0, 0, 
39758088, Kemeri, Kemeri, 1937.??.??, ?, Stahlberg Gideon, Alekhine Alexander, 0, ?, ?, D06, 0, 0, 0, 0, 
15422260, Kemeri, Kemeri, 1937.??.??, ?, Tartakower Saviely, Alekhine Alexander, 0, ?, ?, C00, 0, 0, 0, 0, 
9819250, Kemeri, Kemeri, 1937.??.??, ?, Apsenieks Fricis, Alekhine Alexander, 0, ?, ?, D04, 0, 0, 0, 1, 
37112350, Kemeri, Kemeri, 1937.??.??, ?, Alekhine Alexander, Steiner Endre, 1, ?, ?, A46, 0, 0, 0, 0, 
39801881, Kemeri, Kemeri, 1937.??.??, ?, Alekhine Alexander, Reshevsky Samuel Herman, 1, ?, ?, B05, 0, 0, 0, 0, 
72852319, Kemeri, Kemeri, 1937.??.??, ?, Alekhine Alexander, Rellstab Ludwig Sr, 0, ?, ?, A16, 0, 0, 0, 0, 
96749961, Kemeri, Kemeri, 1937.??.??, ?, Alekhine Alexander, Ozols Karlis, 1, ?, ?, C15, 0, 0, 0, 0, 
22918573, Kemeri, Kemeri, 1937.??.??, ?, Alekhine Alexander, Mikenas Vladas, -1, ?, ?, D74, 0, 1, 0, 0, 
85182269, Kemeri, Kemeri, 1937.??.??, ?, Alekhine Alexander, Keres Paul, 0, ?, ?, C84, 0, 0, 0, 0, 
75274990, Kemeri, Kemeri, 1937.??.??, ?, Landau Salo, Alekhine Alexander, -1, ?, ?, A84, 0, 0, 0, 0, 
74685894, Kemeri, Kemeri, 1937.??.??, ?, Alekhine Alexander, Feigin Movsa, 1, ?, ?, B10, 0, 0, 0, 0, 
56917539, Kemeri, Kemeri, 1937.??.??, ?, Alekhine Alexander, Book Eero, 0, ?, ?, D55, 0, 0, 0, 0, 
71277987, Kemeri, Kemeri, 1937.??.??, ?, Hazenfuss V R., Alekhine Alexander, -1, ?, ?, C25, 0, 0, 0, 0, 
39388807, Kemeri, Kemeri, 1937.??.??, ?, Flohr Salo, Alekhine Alexander, 0, ?, ?, D27, 0, 0, 0, 0, 
77529118, Kemeri, Kemeri, 1937.??.??, ?, Bergs Teodors, Alekhine Alexander, 0, ?, ?, A30, 0, 0, 0, 0, 
96532107, Margate, Margate, 1937.??.??, 1, Alekhine Alexander, Alexander Conel Hughes, 1, ?, ?, C47, 0, 0, 0, 0, 
77428050, Margate, Margate, 1937.??.??, 2, Berger Victor, Alekhine Alexander, 1, ?, ?, E43, 0, 0, 0, 0, 
11158254, Margate, Margate, 1937.??.??, 3, Alekhine Alexander, Tylor Theodore, 1, ?, ?, C86, 0, 0, 0, 0, 
27239476, Margate, Margate, 1937.??.??, 4, Thomas George Alan, Alekhine Alexander, -1, ?, ?, C77, 0, 0, 0, 0, 
98509755, Margate, Margate, 1937.??.??, 5, Fine Reuben, Alekhine Alexander, 1, ?, ?, A90, 0, 0, 0, 0, 
41344436, Margate, Margate, 1937.??.??, 6, Alekhine Alexander, Foltys Jan, 1, ?, ?, B62, 0, 0, 0, 0, 
16440141, Margate, Margate, 1937.??.??, 7, Keres Paul, Alekhine Alexander, 1, ?, ?, C71, 0, 0, 0, 0, 
4630230, Margate, Margate, 1937.??.??, 8, Alekhine Alexander, Menchik Vera, 1, ?, ?, D60, 0, 0, 0, 0, 
5203543, Margate, Margate, 1937.??.??, 9, Milner Barry Philip Stuart, Alekhine Alexander, -1, ?, ?, C30, 0, 0, 0, 0, 
98215027, World Championship 17th, NLD, 1937.??.??, 1, Euwe Max, Alekhine Alexander, 1, ?, ?, D17, 0, 0, 0, 0, 
34078668, World Championship 17th, NLD, 1937.??.??, 2, Alekhine Alexander, Euwe Max, 1, ?, ?, D17, 0, 0, 0, 0, 
77725045, World Championship 17th, NLD, 1937.??.??, 3, Euwe Max, Alekhine Alexander, 0, ?, ?, D46, 0, 0, 0, 0, 
89684944, World Championship 17th, NLD, 1937.??.??, 4, Alekhine Alexander, Euwe Max, 0, ?, ?, D17, 0, 0, 0, 0, 
70819236, World Championship 17th, NLD, 1937.??.??, 5, Euwe Max, Alekhine Alexander, 1, ?, ?, D28, 0, 0, 0, 0, 
2280642, World Championship 17th, NLD, 1937.??.??, 6, Alekhine Alexander, Euwe Max, 1, ?, ?, D10, 0, 0, 0, 0, 
64819401, World Championship 17th, NLD, 1937.??.??, 7, Euwe Max, Alekhine Alexander, -1, ?, ?, D18, 0, 0, 0, 0, 
5810178, World Championship 17th, NLD, 1937.??.??, 8, Alekhine Alexander, Euwe Max, 1, ?, ?, E34, 0, 0, 0, 0, 
62944027, World Championship 17th, NLD, 1937.??.??, 9, Euwe Max, Alekhine Alexander, 0, ?, ?, D18, 0, 0, 0, 0, 
88919673, World Championship 17th, NLD, 1937.??.??, 10, Alekhine Alexander, Euwe Max, 1, ?, ?, E34, 0, 1, 0, 0, 
20488141, World Championship 17th, NLD, 1937.??.??, 11, Euwe Max, Alekhine Alexander, 0, ?, ?, D17, 0, 0, 0, 0, 
33354638, World Championship 17th, NLD, 1937.??.??, 12, Alekhine Alexander, Euwe Max, 0, ?, ?, E34, 0, 0, 0, 0, 
